,position
5851,['ST']
5852,['CB']
5853,['CB']
5854,"['CAM', 'LW']"
5855,"['CB', 'LB']"
5856,['CDM']
5857,['CB']
5858,['GK']
5859,"['LM', 'RM']"
5860,"['CB', 'RB']"
5861,['GK']
5862,"['CB', 'RB']"
5863,['ST']
5864,['LM']
5865,['LM']
5866,['GK']
5867,['ST']
5868,['ST']
5869,"['RB', 'RM']"
5870,"['CM', 'CDM']"
5871,"['ST', 'LM']"
5872,"['CM', 'RB', 'RM']"
5873,['CB']
5874,['ST']
5875,"['CM', 'CAM']"
5876,['ST']
5877,['CB']
5878,"['CB', 'LB']"
5879,"['CB', 'RB']"
5880,"['LM', 'LB']"
5881,"['CAM', 'ST', 'LM', 'RM']"
5882,['GK']
5883,['ST']
5884,"['CAM', 'RM', 'CM']"
5885,['ST']
5886,"['CAM', 'LM']"
5887,['CB']
5888,"['CDM', 'CM']"
5889,['ST']
5890,"['LB', 'RM']"
5891,['CM']
5892,"['LM', 'LW', 'RM', 'ST']"
5893,"['CB', 'RB']"
5894,"['RW', 'LW']"
5895,"['CDM', 'CM']"
5896,"['CB', 'RB']"
5897,['ST']
5898,['ST']
5899,"['CDM', 'CM']"
5900,['CB']
5901,"['LB', 'LM', 'RM']"
5902,"['CB', 'CDM']"
5903,"['CM', 'CDM']"
5904,"['CDM', 'CM']"
5905,['CDM']
5906,"['CB', 'RB']"
5907,['CB']
5908,"['LB', 'LWB', 'CB']"
5909,['ST']
5910,"['LM', 'CAM', 'ST']"
5911,"['CB', 'RB']"
5912,"['RB', 'CB']"
5913,['CAM']
5914,['CAM']
5915,"['LB', 'LM']"
5916,"['LB', 'LM']"
5917,['GK']
5918,"['CDM', 'CM']"
5919,['LB']
5920,['CAM']
5921,['GK']
5922,"['CM', 'CAM', 'CF']"
5923,['CB']
5924,['LB']
5925,['ST']
5926,"['CB', 'RB']"
5927,['GK']
5928,"['CB', 'LB']"
5929,['CB']
5930,"['RM', 'CF']"
5931,"['CM', 'CDM', 'LM', 'RM']"
5932,"['LB', 'RW', 'CM', 'LM']"
5933,['GK']
5934,"['CDM', 'CB']"
5935,['CM']
5936,"['CB', 'RB', 'LB']"
5937,['GK']
5938,"['RM', 'RWB']"
5939,['CM']
5940,"['LM', 'LW', 'ST']"
5941,"['LB', 'LM', 'LWB']"
5942,['CB']
5943,"['CDM', 'CM', 'CAM']"
5944,"['LB', 'RB', 'CB']"
5945,"['LM', 'RM']"
5946,"['CDM', 'RB']"
5947,"['CB', 'CDM', 'RB']"
5948,['RB']
5949,"['ST', 'CAM']"
5950,"['ST', 'RB', 'LM', 'RM']"
5951,"['CM', 'CAM', 'CDM']"
5952,['ST']
5953,['ST']
5954,"['ST', 'LM', 'RM', 'CAM']"
5955,"['CDM', 'CM', 'CB']"
5956,"['LB', 'LM']"
5957,"['CDM', 'CM']"
5958,"['RB', 'RM', 'LB']"
5959,['CB']
5960,['ST']
5961,['LB']
5962,['ST']
5963,['RB']
5964,['RB']
5965,"['ST', 'RM', 'LM']"
5966,['GK']
5967,['GK']
5968,"['CM', 'CAM']"
5969,['RB']
5970,['ST']
5971,"['RB', 'RM']"
5972,"['CDM', 'CM']"
5973,['GK']
5974,"['CAM', 'LM', 'RM', 'ST']"
5975,"['RM', 'CAM', 'LM']"
5976,"['LB', 'LM', 'LW']"
5977,"['RM', 'LM']"
5978,"['CDM', 'CM']"
5979,"['CDM', 'CM']"
5980,"['CB', 'RB']"
5981,['GK']
5982,"['CAM', 'ST', 'RW']"
5983,"['RB', 'RM']"
5984,"['CDM', 'CM']"
5985,['LB']
5986,['CB']
5987,"['CM', 'CAM']"
5988,['RM']
5989,['CB']
5990,['CB']
5991,['LM']
5992,"['ST', 'LM']"
5993,"['LB', 'LM']"
5994,['LB']
5995,['CB']
5996,"['CDM', 'CB', 'CM']"
5997,['RB']
5998,"['CAM', 'LW']"
5999,"['RB', 'RWB', 'RM']"
6000,['CAM']
6001,['ST']
6002,['GK']
6003,"['CDM', 'CM']"
6004,"['LW', 'RW']"
6005,['GK']
6006,"['CAM', 'LM']"
6007,"['ST', 'RM']"
6008,['CB']
6009,['GK']
6010,"['ST', 'RW', 'RM', 'CAM']"
6011,['CB']
6012,"['CAM', 'LM', 'LW']"
6013,['ST']
6014,['RM']
6015,['CB']
6016,['GK']
6017,['LB']
6018,['LB']
6019,"['CAM', 'LW']"
6020,"['LM', 'RM']"
6021,['GK']
6022,"['CAM', 'RM', 'LM']"
6023,"['ST', 'CF']"
6024,"['CB', 'RB']"
6025,['CB']
6026,"['RM', 'LM']"
6027,['GK']
6028,['CB']
6029,"['CAM', 'LM', 'RM']"
6030,['RB']
6031,['CB']
6032,['GK']
6033,"['LB', 'LM']"
6034,['CB']
6035,['CB']
6036,"['CDM', 'CM']"
6037,"['CDM', 'CM', 'RB', 'LB']"
6038,"['RW', 'LW']"
6039,"['CDM', 'CB']"
6040,['CB']
6041,['CB']
6042,"['CM', 'RB']"
6043,"['LW', 'LM', 'ST']"
6044,['GK']
6045,['ST']
6046,"['CM', 'CAM']"
6047,"['RM', 'LM']"
6048,['ST']
6049,['CB']
6050,['GK']
6051,"['LB', 'CDM']"
6052,"['CM', 'CDM']"
6053,['LB']
6054,['GK']
6055,"['RW', 'ST']"
6056,['GK']
6057,['CB']
6058,['GK']
6059,['GK']
6060,"['LM', 'RM']"
6061,['LB']
6062,['CB']
6063,"['CM', 'CAM']"
6064,"['RM', 'LM', 'ST']"
6065,"['LB', 'CB']"
6066,"['RB', 'LB']"
6067,['LM']
6068,['ST']
6069,['ST']
6070,"['CDM', 'CM']"
6071,"['RB', 'RWB']"
6072,"['RM', 'CAM']"
6073,"['RM', 'ST']"
6074,"['CM', 'CDM']"
6075,"['ST', 'LM']"
6076,['CDM']
6077,"['CB', 'CDM']"
6078,"['CB', 'LB']"
6079,"['CAM', 'RW', 'CF']"
6080,"['CB', 'RB']"
6081,"['CAM', 'CM']"
6082,['GK']
6083,['GK']
6084,['GK']
6085,"['CM', 'LM', 'CDM']"
6086,['GK']
6087,['GK']
6088,['CB']
6089,"['CM', 'CDM']"
6090,['CB']
6091,"['ST', 'LW']"
6092,['ST']
6093,['CDM']
6094,['CB']
6095,['RM']
6096,['LB']
6097,"['CM', 'CAM']"
6098,['RB']
6099,['GK']
6100,['CB']
6101,['CB']
6102,"['LB', 'LWB']"
6103,['CB']
6104,"['RB', 'CB']"
6105,['GK']
6106,['CAM']
6107,"['LM', 'LW']"
6108,"['CDM', 'CB', 'CM']"
6109,"['LM', 'RM', 'CAM']"
6110,"['CDM', 'CM', 'CAM']"
6111,"['LM', 'LW']"
6112,['ST']
6113,"['CM', 'CAM']"
6114,"['RB', 'LB']"
6115,['ST']
6116,"['RM', 'LM']"
6117,['CB']
6118,"['CDM', 'CM']"
6119,"['ST', 'LW']"
6120,"['ST', 'LW']"
6121,['CB']
6122,"['CDM', 'CM', 'RB']"
6123,['ST']
6124,"['CM', 'CDM']"
6125,"['RB', 'LB']"
6126,['GK']
6127,"['LM', 'RM']"
6128,['CAM']
6129,['CB']
6130,"['CDM', 'CM']"
6131,['ST']
6132,['CDM']
6133,"['RM', 'LM']"
6134,"['CB', 'LB']"
6135,"['RM', 'LM', 'CM']"
6136,"['CDM', 'CM']"
6137,['RB']
6138,['CB']
6139,"['CM', 'RM', 'CDM']"
6140,"['ST', 'LW', 'CAM']"
6141,"['CDM', 'CM', 'RB']"
6142,"['RM', 'LM', 'RB']"
6143,"['LB', 'LM']"
6144,"['LWB', 'LB']"
6145,"['RW', 'RM']"
6146,['GK']
6147,"['LW', 'LM']"
6148,"['CDM', 'CM', 'CAM']"
6149,"['LM', 'CM']"
6150,"['CAM', 'RW']"
6151,['RB']
6152,['GK']
6153,"['ST', 'CF', 'CAM']"
6154,['ST']
6155,['ST']
6156,"['CB', 'CDM']"
6157,"['LM', 'ST']"
6158,"['ST', 'LM']"
6159,['ST']
6160,['CB']
6161,['ST']
6162,"['LM', 'RM', 'RB']"
6163,"['CDM', 'CB']"
6164,['CB']
6165,['CB']
6166,"['LB', 'RB']"
6167,"['RM', 'CAM']"
6168,"['ST', 'RW', 'CF']"
6169,"['RW', 'CF']"
6170,"['LM', 'CAM', 'RM']"
6171,"['LM', 'CAM', 'RM']"
6172,['CM']
6173,"['LM', 'LW', 'CAM']"
6174,"['CB', 'LB']"
6175,['CB']
6176,['LB']
6177,['CDM']
6178,['CB']
6179,"['RB', 'LB', 'RM']"
6180,['RB']
6181,['CDM']
6182,"['CDM', 'CM', 'CB']"
6183,['ST']
6184,['CB']
6185,['CB']
6186,"['LW', 'LM', 'LB', 'CAM']"
6187,"['RB', 'CB']"
6188,"['CDM', 'CM']"
6189,['RB']
6190,"['LW', 'RW']"
6191,"['ST', 'RW']"
6192,['CB']
6193,['ST']
6194,['LB']
6195,['RW']
6196,['ST']
6197,['RM']
6198,"['CM', 'RM']"
6199,"['LM', 'RM', 'CAM']"
6200,['GK']
6201,"['CM', 'CDM', 'CAM']"
6202,['ST']
6203,['ST']
6204,"['CB', 'LB', 'LWB']"
6205,['CB']
6206,['GK']
6207,['RM']
6208,"['CM', 'CDM']"
6209,"['CAM', 'LM']"
6210,['CB']
6211,['LB']
6212,"['ST', 'LW']"
6213,"['LM', 'LWB']"
6214,['CB']
6215,['ST']
6216,['CB']
6217,"['CDM', 'CM']"
6218,['RB']
6219,['GK']
6220,"['LM', 'CAM']"
6221,"['CM', 'CDM']"
6222,"['CM', 'CDM']"
6223,['ST']
6224,"['ST', 'CF', 'LW']"
6225,"['RM', 'RB']"
6226,"['CAM', 'LM']"
6227,['RB']
6228,"['CB', 'CDM']"
6229,"['CM', 'CDM', 'LM', 'CAM']"
6230,['ST']
6231,['CB']
6232,['ST']
6233,"['ST', 'RM']"
6234,['LB']
6235,"['ST', 'LW']"
6236,['CB']
6237,"['CM', 'CDM']"
6238,"['CAM', 'CM']"
6239,"['CAM', 'CM']"
6240,['RB']
6241,"['RM', 'CAM']"
6242,"['RM', 'LM', 'CAM', 'LW']"
6243,"['RM', 'LM']"
6244,"['LM', 'LW', 'RM', 'RW']"
6245,['ST']
6246,['CAM']
6247,"['CB', 'LB']"
6248,"['CAM', 'CM']"
6249,"['CM', 'CDM']"
6250,"['ST', 'RM']"
6251,['CM']
6252,"['RW', 'LW']"
6253,"['RM', 'CM']"
6254,['CB']
6255,"['CAM', 'RM', 'LM']"
6256,"['LM', 'RM']"
6257,"['CDM', 'CM']"
6258,['CM']
6259,"['LM', 'CM']"
6260,['CDM']
6261,"['ST', 'LW']"
6262,['RB']
6263,['LB']
6264,"['CM', 'CAM', 'LM']"
6265,"['CDM', 'CM']"
6266,['RB']
6267,"['ST', 'LM', 'RM']"
6268,['CB']
6269,"['CM', 'CAM']"
6270,"['RB', 'RM']"
6271,"['CM', 'CDM', 'RM']"
6272,"['RB', 'LB', 'RM']"
6273,"['RB', 'LB', 'RM']"
6274,"['CDM', 'CM']"
6275,['CB']
6276,"['CAM', 'CM']"
6277,['ST']
6278,"['RM', 'CAM']"
6279,['ST']
6280,"['LM', 'LB']"
6281,"['RM', 'CF', 'CAM']"
6282,['ST']
6283,"['RM', 'ST', 'CAM', 'LM']"
6284,"['CDM', 'CM', 'CB']"
6285,['ST']
6286,['CB']
6287,"['ST', 'CAM']"
6288,['GK']
6289,"['RM', 'ST']"
6290,"['ST', 'LM', 'RM', 'LW']"
6291,"['CM', 'LM']"
6292,"['CAM', 'RM']"
6293,"['CM', 'CDM', 'CB']"
6294,"['LB', 'CB']"
6295,['ST']
6296,['CAM']
6297,"['LM', 'ST', 'CAM', 'LW']"
6298,['LB']
6299,"['LW', 'RW']"
6300,"['RB', 'RM']"
6301,['GK']
6302,"['RB', 'LB', 'RWB']"
6303,['CB']
6304,"['CM', 'CDM']"
6305,"['RW', 'RM', 'RB', 'CAM']"
6306,"['CB', 'CAM']"
6307,"['CB', 'LB']"
6308,['CB']
6309,['CB']
6310,"['CAM', 'ST']"
6311,['CDM']
6312,"['RW', 'RM']"
6313,"['LM', 'RM', 'ST']"
6314,['LB']
6315,['ST']
6316,['CB']
6317,"['CM', 'CAM', 'CB', 'CDM']"
6318,"['ST', 'LM']"
6319,['ST']
6320,['CB']
6321,['CB']
6322,"['CB', 'LB']"
6323,"['ST', 'CF']"
6324,"['ST', 'CF']"
6325,['CAM']
6326,"['RM', 'CF']"
6327,"['LB', 'LM']"
6328,"['CDM', 'CM']"
6329,"['LW', 'LM', 'RW']"
6330,"['ST', 'LM']"
6331,"['LB', 'LM']"
6332,"['CAM', 'CM']"
6333,"['CB', 'RB']"
6334,"['CB', 'RB']"
6335,"['LM', 'RM']"
6336,"['CAM', 'LM']"
6337,"['RM', 'LM', 'CAM']"
6338,['ST']
6339,"['CB', 'CDM']"
6340,"['RM', 'LM']"
6341,"['CM', 'CDM']"
6342,['ST']
6343,['GK']
6344,['CB']
6345,['CB']
6346,['RB']
6347,"['LM', 'CM', 'RM']"
6348,['LB']
6349,['LB']
6350,['RB']
6351,"['RM', 'CM', 'LM']"
6352,"['RM', 'LM']"
6353,['LB']
6354,"['CB', 'CDM']"
6355,"['RB', 'RM']"
6356,['CB']
6357,['CB']
6358,['CB']
6359,"['CDM', 'CB']"
6360,"['LB', 'CM']"
6361,['CB']
6362,"['RM', 'LM', 'ST']"
6363,['CDM']
6364,"['CDM', 'CM']"
6365,['LB']
6366,['GK']
6367,"['CDM', 'CM', 'CAM']"
6368,['RB']
6369,"['RB', 'LB']"
6370,['CB']
6371,['GK']
6372,"['CM', 'CDM', 'CAM']"
6373,"['ST', 'CF']"
6374,"['LB', 'LWB', 'CB']"
6375,"['LB', 'LWB', 'CB']"
6376,['ST']
6377,"['CM', 'CDM']"
6378,['ST']
6379,"['CF', 'CAM']"
6380,['RB']
6381,['CM']
6382,['ST']
6383,['GK']
6384,['ST']
6385,"['CM', 'CDM']"
6386,['ST']
6387,['ST']
6388,['GK']
6389,['ST']
6390,['CB']
6391,"['LW', 'CAM', 'RW']"
6392,"['ST', 'LM', 'RM']"
6393,"['CAM', 'RM', 'CF', 'LM']"
6394,['CB']
6395,"['LM', 'RM', 'CM']"
6396,"['CAM', 'LM', 'ST']"
6397,['CB']
6398,"['CAM', 'RM']"
6399,"['RB', 'CB']"
6400,"['RM', 'CM']"
6401,['CB']
6402,"['LW', 'ST', 'LM']"
6403,"['CM', 'LB', 'CDM']"
6404,['CAM']
6405,"['CDM', 'CM']"
6406,"['ST', 'RM']"
6407,"['CDM', 'CM', 'CB']"
6408,"['CM', 'CAM']"
6409,['ST']
6410,"['LM', 'RM']"
6411,['LB']
6412,"['RM', 'LM']"
6413,['ST']
6414,['ST']
6415,['CB']
6416,"['CDM', 'CM']"
6417,['GK']
6418,['RB']
6419,['GK']
6420,"['ST', 'CAM']"
6421,"['CDM', 'CM']"
6422,"['CB', 'RB']"
6423,['CM']
6424,['GK']
6425,['GK']
6426,['GK']
6427,"['CB', 'CDM']"
6428,['CB']
6429,['GK']
6430,"['CM', 'CDM', 'CB']"
6431,['ST']
6432,['ST']
6433,"['RB', 'CB']"
6434,['CM']
6435,['CB']
6436,"['RB', 'CB', 'RWB']"
6437,"['ST', 'CAM']"
6438,['CB']
6439,"['CM', 'CAM']"
6440,['GK']
6441,['ST']
6442,"['RM', 'RW']"
6443,"['CAM', 'RM', 'LM']"
6444,"['RWB', 'RB']"
6445,"['CAM', 'LM', 'CM']"
6446,['ST']
6447,"['CB', 'RB']"
6448,['CB']
6449,['GK']
6450,"['RB', 'RM']"
6451,"['CAM', 'CF']"
6452,"['CDM', 'CM', 'CB']"
6453,"['LB', 'RM', 'LM']"
6454,['GK']
6455,['ST']
6456,['LB']
6457,['ST']
6458,['CB']
6459,"['LB', 'LM']"
6460,"['CDM', 'CM']"
6461,"['ST', 'CF']"
6462,['GK']
6463,['CB']
6464,['LB']
6465,['GK']
6466,['GK']
6467,"['RM', 'CAM', 'LM', 'CF']"
6468,"['ST', 'RM']"
6469,"['RB', 'LB']"
6470,"['RWB', 'RM', 'RB']"
6471,['RB']
6472,"['CAM', 'RW', 'LW']"
6473,"['RB', 'RM']"
6474,"['CM', 'CAM', 'CDM']"
6475,['CB']
6476,['GK']
6477,['GK']
6478,"['ST', 'RW']"
6479,['ST']
6480,['RB']
6481,['CB']
6482,"['RB', 'CB']"
6483,"['LM', 'RM', 'ST']"
6484,"['CB', 'RB']"
6485,['ST']
6486,['RB']
6487,"['RM', 'LM']"
6488,['CM']
6489,['CB']
6490,['CB']
6491,"['RM', 'LM', 'ST', 'CAM']"
6492,"['LB', 'CB']"
6493,"['CDM', 'CAM']"
6494,"['LB', 'CDM']"
6495,['CB']
6496,"['CAM', 'LM']"
6497,['RB']
6498,['ST']
6499,"['RB', 'CDM']"
6500,"['CM', 'CDM']"
6501,['GK']
6502,"['CDM', 'CM']"
6503,['RB']
6504,['CDM']
6505,"['RB', 'LB']"
6506,['CB']
6507,['RB']
6508,['CB']
6509,['GK']
6510,"['ST', 'CM']"
6511,"['CM', 'CAM', 'LM']"
6512,['ST']
6513,"['LW', 'LM']"
6514,"['LM', 'CAM']"
6515,"['LB', 'CB']"
6516,"['RM', 'ST']"
6517,['GK']
6518,['CM']
6519,"['ST', 'LW']"
6520,['ST']
6521,"['ST', 'CF']"
6522,['CB']
6523,"['ST', 'LM']"
6524,"['CB', 'CDM']"
6525,['GK']
6526,"['LM', 'CAM']"
6527,"['LM', 'LB']"
6528,"['LM', 'LB']"
6529,"['RB', 'LB', 'RM']"
6530,"['LB', 'LM']"
6531,['LM']
6532,['CB']
6533,['CB']
6534,"['CB', 'LB']"
6535,['ST']
6536,['ST']
6537,"['CDM', 'CM']"
6538,['CM']
6539,"['LB', 'LWB']"
6540,"['CM', 'CDM', 'CAM']"
6541,['ST']
6542,['CB']
6543,"['RB', 'LB', 'RM', 'CB']"
6544,"['CM', 'RB', 'CDM']"
6545,"['CM', 'CDM']"
6546,['CDM']
6547,"['RM', 'LM']"
6548,"['RM', 'LM', 'ST']"
6549,"['CDM', 'CM']"
6550,"['LM', 'LW', 'CAM']"
6551,"['CM', 'CDM']"
6552,"['CB', 'CDM']"
6553,"['RM', 'CM', 'ST']"
6554,['ST']
6555,"['ST', 'RM']"
6556,['GK']
6557,"['CDM', 'CM']"
6558,['CM']
6559,['GK']
6560,"['RM', 'LM']"
6561,"['LM', 'RM', 'CM', 'CAM']"
6562,"['CDM', 'CM']"
6563,['RB']
6564,"['ST', 'LM']"
6565,"['RM', 'LM', 'ST']"
6566,['GK']
6567,"['CM', 'RM', 'CDM', 'CAM']"
6568,"['LB', 'LM']"
6569,['CB']
6570,['LB']
6571,['RB']
6572,['GK']
6573,['GK']
6574,['GK']
6575,['CB']
6576,['CAM']
6577,['LB']
6578,['CB']
6579,['CB']
6580,['ST']
6581,['GK']
6582,"['CAM', 'LW']"
6583,['ST']
6584,['RB']
6585,"['CDM', 'CM']"
6586,['GK']
6587,['LW']
6588,['GK']
6589,"['CDM', 'CB']"
6590,['CB']
6591,['ST']
6592,"['ST', 'RW', 'RM']"
6593,"['ST', 'RW']"
6594,"['CDM', 'CB', 'CM']"
6595,['LM']
6596,['CB']
6597,"['LM', 'RM']"
6598,"['LM', 'RM']"
6599,['GK']
6600,['CAM']
6601,"['CAM', 'ST']"
6602,['CDM']
6603,"['RM', 'RB']"
6604,['GK']
6605,"['CDM', 'CB']"
6606,"['ST', 'LW', 'RW']"
6607,"['CB', 'CDM']"
6608,"['CAM', 'ST', 'LM']"
6609,['GK']
6610,['ST']
6611,"['RW', 'CF', 'ST']"
6612,['LB']
6613,['CB']
6614,['ST']
6615,"['RW', 'CAM']"
6616,['CB']
6617,['CB']
6618,['CB']
6619,"['CB', 'CDM']"
6620,"['CAM', 'RM']"
6621,['GK']
6622,['CB']
6623,"['LB', 'LM']"
6624,"['CDM', 'CM']"
6625,"['RM', 'CM', 'RB']"
6626,"['LB', 'LM']"
6627,['CB']
6628,['ST']
6629,['CM']
6630,['CM']
6631,"['ST', 'LW']"
6632,['CAM']
6633,"['LM', 'RM', 'ST']"
6634,['ST']
6635,['GK']
6636,"['LM', 'RM', 'RB']"
6637,"['RB', 'LB']"
6638,['LB']
6639,"['CB', 'RB']"
6640,"['CAM', 'RM', 'CM']"
6641,['LB']
6642,['CB']
6643,['LB']
6644,['GK']
6645,['LB']
6646,['CM']
6647,['CB']
6648,['ST']
6649,"['CDM', 'CM']"
6650,"['CAM', 'LM']"
6651,"['ST', 'LM']"
6652,"['RM', 'LM', 'RW', 'LW']"
6653,['ST']
6654,['CB']
6655,['CB']
6656,['ST']
6657,['ST']
6658,['GK']
6659,"['CB', 'CDM', 'CM']"
6660,['RM']
6661,"['CM', 'CDM']"
6662,"['CB', 'RB', 'CDM']"
6663,"['RWB', 'RM']"
6664,"['LM', 'RM']"
6665,['CB']
6666,['LB']
6667,"['CDM', 'CM']"
6668,['GK']
6669,['LB']
6670,"['RB', 'RWB']"
6671,['CB']
6672,['CB']
6673,['RB']
6674,"['CAM', 'CM']"
6675,['CDM']
6676,"['RW', 'RM', 'ST']"
6677,['RB']
6678,['LB']
6679,"['LM', 'RM']"
6680,"['RM', 'RB']"
6681,"['RM', 'RB']"
6682,"['CDM', 'CB']"
6683,['CB']
6684,['GK']
6685,"['LB', 'LM']"
6686,"['LW', 'RW']"
6687,"['CM', 'CDM']"
6688,"['CM', 'CAM', 'CDM']"
6689,['CB']
6690,"['LM', 'CAM']"
6691,['CB']
6692,"['CM', 'LM']"
6693,['ST']
6694,"['CAM', 'CM']"
6695,"['CDM', 'CB']"
6696,['ST']
6697,"['CAM', 'RM']"
6698,['LB']
6699,['CAM']
6700,['ST']
6701,"['RB', 'RM', 'LB']"
6702,['CB']
6703,"['RM', 'LM', 'ST']"
6704,['CB']
6705,['GK']
6706,"['CM', 'CDM']"
6707,"['LB', 'LM']"
6708,"['CDM', 'CM']"
6709,"['CM', 'CDM', 'CB']"
6710,['CB']
6711,['ST']
6712,"['CAM', 'LM', 'CM']"
6713,"['CAM', 'ST', 'CF']"
6714,"['CDM', 'CAM']"
6715,"['LM', 'LW', 'ST']"
6716,"['CAM', 'RM', 'LM']"
6717,['CB']
6718,['CAM']
6719,"['LM', 'RM', 'CAM']"
6720,['CM']
6721,['LW']
6722,['LB']
6723,['CDM']
6724,"['CM', 'CDM']"
6725,"['RB', 'LB']"
6726,['ST']
6727,['CAM']
6728,['CB']
6729,"['CAM', 'ST']"
6730,['GK']
6731,"['RM', 'LM', 'RW']"
6732,"['RM', 'LM', 'RW']"
6733,['LW']
6734,['CB']
6735,"['LB', 'LM', 'LWB']"
6736,"['CAM', 'ST']"
6737,"['LB', 'LWB']"
6738,"['CM', 'CDM', 'CAM']"
6739,['CB']
6740,['CB']
6741,"['RWB', 'RM']"
6742,['ST']
6743,['RB']
6744,['CM']
6745,"['LM', 'RM', 'ST']"
6746,"['CM', 'CAM']"
6747,['ST']
6748,"['CB', 'LB']"
6749,"['LM', 'ST']"
6750,"['CM', 'RM', 'CAM']"
6751,"['LM', 'ST']"
6752,"['CDM', 'CM']"
6753,['ST']
6754,['CB']
6755,"['CAM', 'ST']"
6756,['GK']
6757,['GK']
6758,"['CM', 'CDM']"
6759,"['LM', 'ST']"
6760,['ST']
6761,"['CAM', 'RW']"
6762,"['RM', 'CAM']"
6763,"['ST', 'RW']"
6764,"['CM', 'CDM']"
6765,['GK']
6766,['CAM']
6767,['GK']
6768,"['LM', 'RM']"
6769,"['RB', 'LB']"
6770,['CB']
6771,"['RW', 'LW']"
6772,"['CAM', 'LM', 'CM', 'RM']"
6773,"['RB', 'CB']"
6774,"['CM', 'CDM']"
6775,"['LB', 'LM']"
6776,['RB']
6777,['ST']
6778,"['CM', 'CDM']"
6779,['LB']
6780,['CDM']
6781,"['CM', 'CDM']"
6782,"['RM', 'CAM', 'RW', 'RWB']"
6783,"['RM', 'CAM', 'RW', 'RWB']"
6784,"['RM', 'LM', 'ST']"
6785,"['RM', 'RB', 'LM']"
6786,"['CM', 'CAM']"
6787,['ST']
6788,['LM']
6789,['LM']
6790,['ST']
6791,"['LM', 'CM', 'LWB']"
6792,['CB']
6793,"['CB', 'CDM']"
6794,"['CM', 'CDM', 'RM']"
6795,['LB']
6796,['RB']
6797,['CB']
6798,"['CAM', 'RM']"
6799,['RB']
6800,['CB']
6801,"['CAM', 'RM']"
6802,"['RB', 'RM']"
6803,"['CAM', 'CF', 'ST']"
6804,['ST']
6805,"['CB', 'RB']"
6806,['GK']
6807,['ST']
6808,"['LM', 'RM']"
6809,"['CB', 'CDM', 'CM']"
6810,"['CAM', 'CM']"
6811,"['LM', 'RM']"
6812,"['LB', 'LM']"
6813,"['LW', 'RW', 'LM']"
6814,['ST']
6815,"['RB', 'CB']"
6816,['CM']
6817,['GK']
6818,"['LM', 'RM', 'CAM']"
6819,"['ST', 'LW']"
6820,['ST']
6821,['CM']
6822,['CB']
6823,['GK']
6824,"['CDM', 'CB']"
6825,['GK']
6826,"['CAM', 'LM']"
6827,['GK']
6828,['ST']
6829,"['LM', 'RM']"
6830,['CB']
6831,['GK']
6832,"['CAM', 'LM', 'RM']"
6833,['RW']
6834,['RW']
6835,"['CB', 'CDM', 'LB']"
6836,"['RM', 'LM', 'CF']"
6837,['CM']
6838,"['CB', 'RB']"
6839,['CM']
6840,"['RB', 'LB']"
6841,['CB']
6842,['GK']
6843,['CB']
6844,"['RW', 'LW']"
6845,['LB']
6846,"['LB', 'RB']"
6847,['GK']
6848,['ST']
6849,['LM']
6850,"['CM', 'CDM']"
6851,['GK']
6852,"['CDM', 'CM']"
6853,['GK']
6854,"['CDM', 'CM']"
6855,"['CDM', 'CM']"
6856,['ST']
6857,['GK']
6858,['GK']
6859,"['CM', 'RM']"
6860,['CB']
6861,"['CM', 'CAM', 'CDM']"
6862,"['CDM', 'CB']"
6863,"['RB', 'LB']"
6864,['CB']
6865,['CB']
6866,"['CM', 'CDM']"
6867,"['LB', 'LM']"
6868,"['CB', 'RB']"
6869,['CAM']
6870,['ST']
6871,['GK']
6872,"['CAM', 'CM', 'RM']"
6873,['CB']
6874,"['LM', 'ST']"
6875,"['LW', 'RW', 'LM']"
6876,"['CDM', 'CM']"
6877,['CB']
6878,"['CDM', 'CM', 'LM']"
6879,"['RW', 'LW']"
6880,['CB']
6881,"['CAM', 'CM', 'RW']"
6882,"['ST', 'RW', 'LW']"
6883,['RB']
6884,['LM']
6885,['LM']
6886,['CAM']
6887,"['LM', 'ST']"
6888,['CB']
6889,"['CM', 'LM']"
6890,['ST']
6891,['ST']
6892,"['CB', 'LB']"
6893,['LB']
6894,"['ST', 'LM', 'RM']"
6895,"['RB', 'RM']"
6896,"['RM', 'CAM', 'LM']"
6897,['CB']
6898,['CB']
6899,['LM']
6900,"['LM', 'RM']"
6901,"['CAM', 'ST']"
6902,"['LW', 'CAM']"
6903,"['LM', 'LW', 'CM']"
6904,"['ST', 'RW']"
6905,['ST']
6906,['CB']
6907,['GK']
6908,"['CM', 'CDM']"
6909,['ST']
6910,"['CM', 'CDM']"
6911,['GK']
6912,"['CAM', 'CM', 'LM']"
6913,"['CB', 'LB']"
6914,"['LM', 'LW']"
6915,['CB']
6916,['CAM']
6917,"['LM', 'LW']"
6918,"['RB', 'RM']"
6919,"['RM', 'ST', 'RW']"
6920,"['RWB', 'RM']"
6921,"['LM', 'LW', 'RW', 'RM']"
6922,['CB']
6923,['RB']
6924,"['CAM', 'CM']"
6925,"['LB', 'LWB']"
6926,"['CAM', 'ST', 'CM']"
6927,['GK']
6928,"['ST', 'CAM']"
6929,"['LM', 'RM', 'CM', 'CAM']"
6930,"['LM', 'RM']"
6931,"['CAM', 'CF']"
6932,"['ST', 'LM', 'RW']"
6933,"['CB', 'RB']"
