,Weight
16160,74kg
16161,64kg
16162,49kg
16163,76kg
16164,66kg
16165,73kg
16166,73kg
16167,73kg
16168,79kg
16169,73kg
16170,77kg
16171,72kg
16172,70kg
16173,75kg
16174,69kg
16175,70kg
16176,57kg
16177,70kg
16178,65kg
16179,68kg
16180,70kg
16181,76kg
16182,79kg
16183,81kg
16184,69kg
16185,78kg
16186,75kg
16187,75kg
16188,64kg
16189,64kg
16190,83kg
16191,70kg
16192,75kg
16193,70kg
16194,71kg
16195,87kg
16196,65kg
16197,67kg
16198,77kg
16199,95kg
16200,76kg
16201,59kg
16202,80kg
16203,73kg
16204,80kg
16205,71kg
16206,63kg
16207,68kg
16208,79kg
16209,70kg
16210,82kg
16211,81kg
16212,88kg
16213,70kg
16214,78kg
16215,68kg
16216,68kg
16217,70kg
16218,70kg
16219,72kg
16220,85kg
16221,69kg
16222,71kg
16223,60kg
16224,70kg
16225,75kg
16226,71kg
16227,73kg
16228,80kg
16229,76kg
16230,92kg
16231,75kg
16232,81kg
16233,68kg
16234,62kg
16235,69kg
16236,71kg
16237,64kg
16238,85kg
16239,64kg
16240,75kg
16241,68kg
16242,76kg
16243,69kg
16244,70kg
16245,68kg
16246,76kg
16247,56kg
16248,82kg
16249,75kg
16250,70kg
16251,78kg
16252,73kg
16253,73kg
16254,84kg
16255,78kg
16256,79kg
16257,82kg
16258,71kg
16259,71kg
16260,73kg
16261,64kg
16262,86kg
16263,75kg
16264,67kg
16265,71kg
16266,64kg
16267,75kg
16268,65kg
16269,65kg
16270,84kg
16271,75kg
16272,70kg
16273,76kg
16274,75kg
16275,72kg
16276,85kg
16277,68kg
16278,76kg
16279,84kg
16280,73kg
16281,85kg
16282,74kg
16283,78kg
16284,83kg
16285,68kg
16286,66kg
16287,65kg
16288,68kg
16289,69kg
16290,75kg
16291,70kg
16292,72kg
16293,81kg
16294,60kg
16295,70kg
16296,87kg
16297,58kg
16298,86kg
16299,67kg
16300,58kg
16301,63kg
16302,83kg
16303,81kg
16304,65kg
16305,85kg
16306,70kg
16307,62kg
16308,86kg
16309,71kg
16310,76kg
16311,85kg
16312,71kg
16313,88kg
16314,65kg
16315,75kg
16316,72kg
16317,68kg
16318,73kg
16319,80kg
16320,80kg
16321,85kg
16322,76kg
16323,76kg
16324,75kg
16325,71kg
16326,75kg
16327,85kg
16328,74kg
16329,84kg
16330,88kg
16331,68kg
16332,72kg
16333,81kg
16334,81kg
16335,66kg
16336,79kg
16337,69kg
16338,74kg
16339,86kg
16340,62kg
16341,73kg
16342,68kg
16343,81kg
16344,72kg
16345,68kg
16346,70kg
16347,67kg
16348,69kg
16349,75kg
16350,69kg
16351,70kg
16352,67kg
16353,72kg
16354,65kg
16355,72kg
16356,72kg
16357,69kg
16358,68kg
16359,79kg
16360,65kg
16361,58kg
16362,63kg
16363,70kg
16364,85kg
16365,70kg
16366,75kg
16367,75kg
16368,68kg
16369,86kg
16370,75kg
16371,75kg
16372,64kg
16373,65kg
16374,78kg
16375,80kg
16376,72kg
16377,71kg
16378,86kg
16379,73kg
16380,80kg
16381,80kg
16382,79kg
16383,74kg
16384,77kg
16385,79kg
16386,80kg
16387,81kg
16388,70kg
16389,74kg
16390,64kg
16391,83kg
16392,79kg
16393,78kg
16394,79kg
16395,80kg
16396,78kg
16397,75kg
16398,67kg
16399,70kg
16400,65kg
16401,75kg
16402,75kg
16403,75kg
16404,72kg
16405,66kg
16406,79kg
16407,62kg
16408,68kg
16409,62kg
16410,71kg
16411,75kg
16412,63kg
16413,80kg
16414,69kg
16415,77kg
16416,83kg
16417,81kg
16418,64kg
16419,74kg
16420,68kg
16421,68kg
16422,68kg
16423,84kg
16424,82kg
16425,68kg
16426,73kg
16427,63kg
16428,84kg
16429,73kg
16430,71kg
16431,74kg
16432,75kg
16433,78kg
16434,68kg
16435,80kg
16436,79kg
16437,81kg
16438,80kg
16439,75kg
16440,80kg
16441,68kg
16442,76kg
16443,65kg
16444,66kg
16445,75kg
16446,68kg
16447,81kg
16448,60kg
16449,65kg
16450,66kg
16451,70kg
16452,70kg
16453,69kg
16454,70kg
16455,72kg
16456,61kg
16457,74kg
16458,86kg
16459,72kg
16460,86kg
16461,60kg
16462,68kg
16463,70kg
16464,77kg
16465,84kg
16466,63kg
16467,77kg
16468,80kg
16469,68kg
16470,71kg
16471,75kg
16472,77kg
16473,77kg
16474,69kg
16475,70kg
16476,84kg
16477,68kg
16478,84kg
16479,75kg
16480,82kg
16481,69kg
16482,75kg
16483,86kg
16484,72kg
16485,68kg
16486,83kg
16487,74kg
16488,65kg
16489,73kg
16490,79kg
16491,78kg
16492,83kg
16493,71kg
16494,68kg
16495,82kg
16496,75kg
16497,77kg
16498,77kg
16499,77kg
16500,68kg
16501,76kg
16502,90kg
16503,75kg
16504,72kg
16505,67kg
16506,69kg
16507,78kg
16508,86kg
16509,74kg
16510,76kg
16511,75kg
16512,72kg
16513,66kg
16514,79kg
16515,67kg
16516,65kg
16517,83kg
16518,77kg
16519,75kg
16520,75kg
16521,92kg
16522,73kg
16523,72kg
16524,72kg
16525,81kg
16526,90kg
16527,72kg
16528,85kg
16529,73kg
16530,84kg
16531,79kg
16532,71kg
16533,62kg
16534,74kg
16535,76kg
16536,70kg
16537,90kg
16538,65kg
16539,75kg
16540,70kg
16541,79kg
16542,74kg
16543,84kg
16544,66kg
16545,68kg
16546,66kg
16547,74kg
16548,83kg
16549,53kg
16550,68kg
16551,65kg
16552,72kg
16553,68kg
16554,81kg
16555,67kg
16556,76kg
16557,78kg
16558,70kg
16559,73kg
16560,75kg
16561,75kg
16562,76kg
16563,79kg
16564,74kg
16565,71kg
16566,74kg
16567,76kg
16568,71kg
16569,76kg
16570,78kg
16571,85kg
16572,65kg
16573,66kg
16574,72kg
16575,72kg
16576,81kg
16577,64kg
16578,75kg
16579,79kg
16580,76kg
16581,68kg
16582,86kg
16583,80kg
16584,75kg
16585,80kg
16586,75kg
16587,77kg
16588,67kg
16589,75kg
16590,66kg
16591,72kg
16592,70kg
16593,70kg
16594,80kg
16595,85kg
16596,84kg
16597,64kg
16598,82kg
16599,80kg
16600,77kg
16601,78kg
16602,71kg
16603,69kg
16604,72kg
16605,75kg
16606,68kg
16607,71kg
16608,68kg
16609,82kg
16610,67kg
16611,70kg
16612,79kg
16613,70kg
16614,87kg
16615,77kg
16616,80kg
16617,65kg
16618,83kg
16619,60kg
16620,78kg
16621,90kg
16622,69kg
16623,76kg
16624,78kg
16625,65kg
16626,65kg
16627,64kg
16628,72kg
16629,60kg
16630,75kg
16631,70kg
16632,65kg
16633,63kg
16634,70kg
16635,75kg
16636,82kg
16637,70kg
16638,75kg
16639,75kg
16640,70kg
16641,73kg
16642,70kg
16643,89kg
16644,70kg
16645,75kg
16646,78kg
16647,91kg
16648,70kg
16649,84kg
16650,80kg
16651,68kg
16652,75kg
16653,75kg
16654,74kg
16655,68kg
16656,73kg
16657,70kg
16658,70kg
16659,75kg
16660,67kg
16661,67kg
16662,76kg
16663,73kg
16664,74kg
16665,74kg
16666,63kg
16667,77kg
16668,72kg
16669,80kg
16670,81kg
16671,69kg
16672,66kg
16673,72kg
16674,68kg
16675,69kg
16676,75kg
16677,75kg
16678,63kg
16679,80kg
16680,65kg
16681,82kg
16682,85kg
16683,80kg
16684,75kg
16685,75kg
16686,80kg
16687,83kg
16688,88kg
16689,71kg
16690,67kg
16691,68kg
16692,70kg
16693,77kg
16694,78kg
16695,73kg
16696,64kg
16697,76kg
16698,70kg
16699,73kg
16700,70kg
16701,75kg
16702,66kg
16703,74kg
16704,77kg
16705,62kg
16706,76kg
16707,74kg
16708,84kg
16709,80kg
16710,65kg
16711,60kg
16712,70kg
16713,70kg
16714,68kg
16715,70kg
16716,86kg
16717,75kg
16718,89kg
16719,82kg
16720,91kg
16721,68kg
16722,67kg
16723,81kg
16724,77kg
16725,78kg
16726,69kg
16727,66kg
16728,66kg
16729,80kg
16730,70kg
16731,67kg
16732,72kg
16733,80kg
16734,75kg
16735,83kg
16736,82kg
16737,67kg
16738,73kg
16739,83kg
16740,66kg
16741,80kg
16742,78kg
16743,66kg
16744,78kg
16745,75kg
16746,70kg
16747,79kg
16748,85kg
16749,71kg
16750,64kg
16751,70kg
16752,73kg
16753,75kg
16754,57kg
16755,72kg
16756,76kg
16757,82kg
16758,76kg
16759,72kg
16760,75kg
16761,67kg
16762,66kg
16763,74kg
16764,70kg
16765,79kg
16766,70kg
16767,80kg
16768,76kg
16769,73kg
16770,87kg
16771,79kg
16772,80kg
16773,81kg
16774,70kg
16775,83kg
16776,64kg
16777,70kg
16778,64kg
16779,64kg
16780,68kg
16781,77kg
16782,75kg
16783,73kg
16784,80kg
16785,83kg
16786,83kg
16787,77kg
16788,65kg
16789,82kg
16790,79kg
16791,72kg
16792,84kg
16793,55kg
16794,68kg
16795,76kg
16796,70kg
16797,67kg
16798,79kg
16799,87kg
16800,72kg
16801,68kg
16802,72kg
16803,72kg
16804,76kg
16805,73kg
16806,74kg
16807,73kg
16808,67kg
16809,75kg
16810,70kg
16811,81kg
16812,70kg
16813,80kg
16814,77kg
16815,80kg
16816,74kg
16817,78kg
16818,82kg
16819,70kg
16820,77kg
16821,61kg
16822,80kg
16823,80kg
16824,71kg
16825,68kg
16826,72kg
16827,68kg
16828,75kg
16829,73kg
16830,73kg
16831,73kg
16832,66kg
16833,80kg
16834,75kg
16835,78kg
16836,83kg
16837,79kg
16838,74kg
16839,75kg
16840,73kg
16841,85kg
16842,73kg
16843,68kg
16844,65kg
16845,79kg
16846,86kg
16847,85kg
16848,72kg
16849,85kg
16850,84kg
16851,70kg
16852,75kg
16853,69kg
16854,68kg
16855,82kg
16856,76kg
16857,76kg
16858,80kg
16859,70kg
16860,71kg
16861,69kg
16862,71kg
16863,79kg
16864,81kg
16865,76kg
16866,68kg
16867,75kg
16868,76kg
16869,74kg
16870,70kg
16871,71kg
16872,65kg
16873,77kg
16874,65kg
16875,75kg
16876,75kg
16877,71kg
16878,80kg
16879,78kg
16880,72kg
16881,72kg
16882,63kg
16883,72kg
16884,79kg
16885,69kg
16886,65kg
16887,72kg
16888,81kg
16889,70kg
16890,81kg
16891,75kg
16892,92kg
16893,62kg
16894,75kg
16895,83kg
16896,88kg
16897,56kg
16898,71kg
16899,74kg
16900,69kg
16901,77kg
16902,78kg
16903,68kg
16904,78kg
16905,64kg
16906,77kg
16907,72kg
16908,79kg
16909,66kg
16910,69kg
16911,77kg
16912,76kg
16913,71kg
16914,70kg
16915,78kg
16916,76kg
16917,71kg
16918,79kg
16919,70kg
16920,68kg
16921,68kg
16922,72kg
16923,76kg
16924,86kg
16925,78kg
16926,73kg
16927,69kg
16928,65kg
16929,66kg
16930,73kg
16931,65kg
16932,65kg
16933,71kg
16934,67kg
16935,64kg
16936,79kg
16937,60kg
16938,75kg
16939,84kg
16940,74kg
16941,72kg
16942,70kg
16943,78kg
16944,78kg
16945,85kg
16946,76kg
16947,83kg
16948,70kg
16949,74kg
16950,70kg
16951,78kg
16952,89kg
16953,66kg
16954,64kg
16955,70kg
16956,83kg
16957,72kg
16958,72kg
16959,92kg
16960,68kg
16961,72kg
16962,77kg
16963,79kg
16964,78kg
16965,67kg
16966,78kg
16967,64kg
16968,74kg
16969,72kg
16970,80kg
16971,70kg
16972,72kg
16973,82kg
16974,62kg
16975,64kg
16976,81kg
16977,73kg
16978,75kg
16979,77kg
16980,73kg
16981,77kg
16982,72kg
16983,72kg
16984,65kg
16985,68kg
16986,67kg
16987,75kg
16988,70kg
16989,68kg
16990,86kg
16991,71kg
16992,65kg
16993,69kg
16994,75kg
16995,80kg
16996,73kg
16997,77kg
16998,77kg
16999,70kg
17000,85kg
17001,65kg
17002,81kg
17003,76kg
17004,67kg
17005,67kg
17006,75kg
17007,72kg
17008,64kg
17009,70kg
17010,84kg
17011,73kg
17012,70kg
17013,90kg
17014,74kg
17015,71kg
17016,80kg
17017,72kg
17018,75kg
17019,70kg
17020,82kg
17021,67kg
17022,73kg
17023,75kg
17024,70kg
17025,65kg
17026,80kg
17027,77kg
17028,76kg
17029,70kg
17030,74kg
17031,72kg
17032,70kg
17033,68kg
17034,68kg
17035,70kg
17036,69kg
17037,73kg
17038,69kg
17039,77kg
17040,73kg
17041,73kg
17042,66kg
17043,80kg
17044,82kg
17045,73kg
17046,68kg
17047,81kg
17048,74kg
17049,75kg
17050,80kg
17051,83kg
17052,73kg
17053,71kg
17054,70kg
17055,72kg
17056,70kg
17057,75kg
17058,81kg
17059,76kg
17060,60kg
17061,78kg
17062,69kg
17063,77kg
17064,84kg
17065,75kg
17066,72kg
17067,81kg
17068,81kg
17069,80kg
17070,75kg
17071,67kg
17072,66kg
17073,75kg
17074,75kg
17075,70kg
17076,78kg
17077,73kg
17078,70kg
17079,74kg
17080,77kg
17081,95kg
17082,73kg
17083,77kg
17084,74kg
17085,74kg
17086,79kg
17087,74kg
17088,84kg
17089,72kg
17090,70kg
17091,66kg
17092,70kg
17093,65kg
17094,75kg
17095,75kg
17096,68kg
17097,82kg
17098,82kg
17099,75kg
17100,67kg
17101,72kg
17102,68kg
17103,70kg
17104,65kg
17105,75kg
17106,87kg
17107,74kg
17108,76kg
17109,83kg
17110,74kg
17111,75kg
17112,72kg
17113,76kg
17114,82kg
17115,73kg
17116,72kg
17117,58kg
17118,72kg
17119,75kg
17120,70kg
17121,64kg
17122,74kg
17123,67kg
17124,74kg
17125,63kg
17126,72kg
17127,70kg
17128,73kg
17129,68kg
17130,68kg
17131,67kg
17132,70kg
17133,70kg
17134,75kg
17135,70kg
17136,70kg
17137,72kg
17138,68kg
17139,59kg
17140,79kg
17141,75kg
17142,78kg
17143,71kg
17144,70kg
17145,66kg
17146,75kg
17147,64kg
17148,80kg
17149,58kg
17150,79kg
17151,80kg
17152,75kg
17153,68kg
17154,63kg
17155,70kg
17156,73kg
17157,70kg
17158,76kg
17159,69kg
17160,67kg
17161,72kg
17162,76kg
17163,85kg
17164,85kg
17165,78kg
17166,60kg
17167,75kg
17168,70kg
17169,70kg
17170,76kg
17171,74kg
17172,65kg
17173,78kg
17174,73kg
17175,77kg
17176,64kg
17177,62kg
17178,82kg
17179,70kg
17180,87kg
17181,70kg
17182,67kg
17183,69kg
17184,79kg
17185,69kg
17186,70kg
17187,70kg
17188,78kg
17189,78kg
17190,68kg
17191,80kg
17192,82kg
17193,87kg
17194,67kg
17195,64kg
17196,77kg
17197,80kg
17198,75kg
17199,75kg
17200,67kg
17201,73kg
17202,70kg
17203,71kg
17204,77kg
17205,65kg
17206,70kg
17207,83kg
17208,79kg
17209,75kg
17210,80kg
17211,80kg
17212,75kg
17213,74kg
17214,85kg
17215,83kg
17216,65kg
17217,70kg
17218,70kg
17219,73kg
17220,70kg
17221,76kg
17222,64kg
17223,75kg
17224,63kg
17225,60kg
17226,70kg
17227,73kg
17228,71kg
17229,76kg
17230,80kg
17231,68kg
17232,71kg
17233,71kg
17234,78kg
17235,88kg
17236,60kg
17237,78kg
17238,78kg
17239,80kg
17240,63kg
17241,76kg
17242,72kg
17243,87kg
17244,74kg
17245,75kg
17246,79kg
17247,70kg
17248,69kg
17249,80kg
17250,70kg
17251,76kg
17252,70kg
17253,71kg
17254,67kg
17255,65kg
17256,74kg
17257,75kg
17258,71kg
17259,73kg
17260,79kg
17261,80kg
17262,68kg
17263,70kg
17264,78kg
17265,70kg
17266,70kg
17267,75kg
17268,77kg
17269,81kg
17270,69kg
17271,79kg
17272,72kg
17273,73kg
17274,74kg
17275,68kg
17276,70kg
17277,78kg
17278,72kg
17279,78kg
17280,71kg
17281,78kg
17282,85kg
17283,64kg
17284,67kg
17285,65kg
17286,95kg
17287,79kg
17288,79kg
17289,79kg
17290,73kg
17291,78kg
17292,75kg
17293,86kg
17294,91kg
17295,77kg
17296,76kg
17297,65kg
17298,75kg
17299,62kg
17300,73kg
17301,83kg
17302,75kg
17303,73kg
17304,74kg
17305,60kg
17306,85kg
17307,78kg
17308,75kg
17309,65kg
17310,91kg
17311,70kg
17312,70kg
17313,85kg
17314,79kg
17315,80kg
17316,74kg
17317,74kg
17318,74kg
17319,68kg
17320,83kg
17321,78kg
17322,75kg
17323,76kg
17324,57kg
17325,73kg
17326,73kg
17327,67kg
17328,68kg
17329,84kg
17330,70kg
17331,85kg
17332,70kg
17333,76kg
17334,68kg
17335,80kg
17336,74kg
17337,74kg
17338,70kg
17339,76kg
17340,76kg
17341,76kg
17342,74kg
17343,63kg
17344,73kg
17345,65kg
17346,75kg
17347,72kg
17348,75kg
17349,72kg
17350,72kg
17351,72kg
17352,70kg
17353,63kg
17354,66kg
17355,65kg
17356,83kg
17357,87kg
17358,73kg
17359,80kg
17360,83kg
17361,72kg
17362,63kg
17363,97kg
17364,93kg
17365,60kg
17366,91kg
17367,67kg
17368,63kg
17369,72kg
17370,61kg
17371,64kg
17372,75kg
17373,70kg
17374,70kg
17375,75kg
17376,75kg
17377,72kg
17378,70kg
17379,78kg
17380,62kg
17381,70kg
17382,66kg
17383,70kg
17384,79kg
17385,82kg
17386,75kg
17387,83kg
17388,75kg
17389,73kg
17390,67kg
17391,67kg
17392,75kg
17393,80kg
17394,72kg
17395,62kg
17396,76kg
17397,83kg
17398,81kg
17399,75kg
17400,67kg
17401,68kg
17402,69kg
17403,69kg
17404,74kg
17405,67kg
17406,64kg
17407,70kg
17408,80kg
17409,71kg
17410,67kg
17411,77kg
17412,73kg
17413,75kg
17414,80kg
17415,61kg
17416,66kg
17417,64kg
17418,69kg
17419,82kg
17420,70kg
17421,83kg
17422,65kg
17423,69kg
17424,86kg
17425,73kg
17426,70kg
17427,70kg
17428,80kg
17429,72kg
17430,84kg
17431,65kg
17432,76kg
17433,71kg
17434,82kg
17435,72kg
17436,82kg
17437,89kg
17438,68kg
17439,65kg
17440,71kg
17441,82kg
17442,82kg
17443,62kg
17444,76kg
17445,76kg
17446,67kg
17447,64kg
17448,76kg
17449,69kg
17450,80kg
17451,68kg
17452,73kg
17453,72kg
17454,70kg
17455,65kg
17456,67kg
17457,76kg
17458,80kg
17459,84kg
17460,65kg
17461,86kg
17462,85kg
17463,89kg
17464,72kg
17465,73kg
17466,73kg
17467,80kg
17468,73kg
17469,83kg
17470,85kg
17471,80kg
17472,81kg
17473,78kg
17474,64kg
17475,81kg
17476,73kg
17477,70kg
17478,72kg
17479,84kg
17480,64kg
17481,71kg
17482,67kg
17483,64kg
17484,68kg
17485,65kg
17486,75kg
17487,80kg
17488,71kg
17489,74kg
17490,73kg
17491,84kg
17492,74kg
17493,74kg
17494,77kg
17495,76kg
17496,87kg
17497,71kg
17498,75kg
17499,65kg
17500,69kg
17501,80kg
17502,62kg
17503,70kg
17504,65kg
17505,75kg
17506,77kg
17507,72kg
17508,75kg
17509,81kg
17510,68kg
17511,74kg
17512,65kg
17513,70kg
17514,75kg
17515,76kg
17516,83kg
17517,72kg
17518,75kg
17519,80kg
17520,80kg
17521,75kg
17522,78kg
17523,74kg
17524,72kg
17525,76kg
17526,66kg
17527,74kg
17528,76kg
17529,77kg
17530,72kg
17531,64kg
17532,77kg
17533,72kg
17534,70kg
17535,76kg
17536,92kg
17537,54kg
17538,80kg
17539,75kg
17540,85kg
17541,75kg
17542,60kg
17543,80kg
17544,80kg
17545,71kg
17546,80kg
17547,71kg
17548,78kg
17549,70kg
17550,80kg
17551,83kg
17552,65kg
17553,70kg
17554,75kg
17555,72kg
17556,70kg
17557,80kg
17558,67kg
17559,67kg
17560,55kg
17561,62kg
17562,72kg
17563,69kg
17564,81kg
17565,78kg
17566,90kg
17567,67kg
17568,77kg
17569,80kg
17570,72kg
17571,65kg
17572,79kg
17573,75kg
17574,72kg
17575,65kg
17576,72kg
17577,77kg
17578,62kg
17579,79kg
17580,73kg
17581,67kg
17582,82kg
17583,64kg
17584,68kg
17585,62kg
17586,70kg
17587,74kg
17588,64kg
17589,83kg
17590,67kg
17591,77kg
17592,73kg
17593,65kg
17594,85kg
17595,85kg
17596,73kg
17597,89kg
17598,65kg
17599,74kg
17600,73kg
17601,70kg
17602,80kg
17603,75kg
17604,71kg
17605,70kg
17606,72kg
17607,74kg
17608,77kg
17609,70kg
17610,74kg
17611,73kg
17612,81kg
17613,70kg
17614,70kg
17615,71kg
17616,52kg
17617,80kg
17618,66kg
17619,68kg
17620,80kg
17621,68kg
17622,63kg
17623,75kg
17624,75kg
17625,75kg
17626,79kg
17627,72kg
17628,69kg
17629,56kg
17630,80kg
17631,79kg
17632,73kg
17633,86kg
17634,88kg
17635,75kg
17636,62kg
17637,73kg
17638,67kg
17639,63kg
17640,75kg
17641,73kg
17642,70kg
17643,69kg
17644,72kg
17645,86kg
17646,86kg
17647,73kg
17648,75kg
17649,78kg
17650,70kg
17651,75kg
17652,64kg
17653,70kg
17654,76kg
17655,69kg
17656,80kg
17657,80kg
17658,82kg
17659,71kg
17660,79kg
17661,64kg
17662,86kg
17663,67kg
17664,78kg
17665,79kg
17666,69kg
17667,75kg
17668,77kg
17669,82kg
17670,92kg
17671,78kg
17672,60kg
17673,84kg
17674,75kg
17675,63kg
17676,71kg
17677,71kg
17678,62kg
17679,83kg
17680,76kg
17681,86kg
17682,74kg
17683,85kg
17684,78kg
17685,65kg
17686,78kg
17687,80kg
17688,80kg
17689,77kg
17690,75kg
17691,72kg
17692,72kg
17693,69kg
17694,70kg
17695,66kg
17696,72kg
17697,72kg
17698,64kg
17699,78kg
17700,70kg
17701,79kg
17702,66kg
17703,86kg
17704,82kg
17705,68kg
17706,75kg
17707,73kg
17708,65kg
17709,68kg
17710,68kg
17711,62kg
17712,78kg
17713,66kg
17714,75kg
17715,70kg
17716,73kg
17717,85kg
17718,74kg
17719,88kg
17720,78kg
17721,71kg
17722,70kg
17723,70kg
17724,70kg
17725,75kg
17726,72kg
17727,68kg
17728,79kg
17729,70kg
17730,85kg
17731,86kg
17732,67kg
17733,88kg
17734,71kg
17735,70kg
17736,68kg
17737,75kg
17738,64kg
17739,74kg
17740,60kg
17741,70kg
17742,70kg
17743,70kg
17744,80kg
17745,70kg
17746,70kg
17747,77kg
17748,77kg
17749,83kg
17750,77kg
17751,71kg
17752,79kg
17753,67kg
17754,75kg
17755,70kg
17756,70kg
17757,70kg
17758,68kg
17759,73kg
17760,76kg
17761,85kg
17762,78kg
17763,80kg
17764,73kg
17765,86kg
17766,67kg
17767,75kg
17768,72kg
17769,71kg
17770,70kg
17771,73kg
17772,70kg
17773,64kg
17774,62kg
17775,75kg
17776,75kg
17777,75kg
17778,72kg
17779,73kg
17780,81kg
17781,65kg
17782,67kg
17783,78kg
17784,60kg
17785,71kg
17786,70kg
17787,88kg
17788,68kg
17789,68kg
17790,76kg
17791,75kg
17792,79kg
17793,75kg
17794,62kg
17795,77kg
17796,74kg
17797,64kg
17798,75kg
17799,75kg
17800,71kg
17801,70kg
17802,80kg
17803,75kg
17804,69kg
17805,79kg
17806,82kg
17807,70kg
17808,65kg
17809,80kg
17810,77kg
17811,75kg
17812,74kg
17813,74kg
17814,66kg
17815,70kg
17816,75kg
17817,68kg
17818,76kg
17819,65kg
17820,73kg
17821,76kg
17822,74kg
17823,83kg
17824,66kg
17825,75kg
17826,74kg
17827,85kg
17828,60kg
17829,79kg
17830,67kg
17831,80kg
17832,63kg
17833,67kg
17834,70kg
17835,62kg
17836,78kg
17837,76kg
17838,76kg
17839,87kg
17840,85kg
17841,75kg
17842,94kg
17843,65kg
17844,70kg
17845,91kg
17846,64kg
17847,75kg
17848,79kg
17849,68kg
17850,68kg
17851,75kg
17852,73kg
17853,80kg
17854,81kg
17855,73kg
17856,66kg
17857,79kg
17858,77kg
17859,94kg
17860,62kg
17861,68kg
17862,60kg
17863,68kg
17864,58kg
17865,80kg
17866,67kg
17867,64kg
17868,82kg
17869,80kg
17870,81kg
17871,71kg
17872,75kg
17873,75kg
17874,77kg
17875,88kg
17876,78kg
17877,73kg
17878,80kg
17879,75kg
17880,75kg
17881,69kg
17882,73kg
17883,65kg
17884,81kg
17885,60kg
17886,76kg
17887,72kg
17888,73kg
17889,66kg
17890,84kg
17891,70kg
17892,79kg
17893,71kg
17894,65kg
17895,62kg
17896,72kg
17897,63kg
17898,68kg
17899,67kg
17900,79kg
17901,79kg
17902,75kg
17903,61kg
17904,69kg
17905,75kg
17906,74kg
17907,95kg
17908,83kg
17909,69kg
17910,75kg
17911,77kg
17912,80kg
17913,80kg
17914,78kg
17915,78kg
17916,82kg
17917,65kg
17918,70kg
17919,70kg
17920,70kg
17921,83kg
17922,84kg
17923,80kg
17924,71kg
17925,80kg
17926,76kg
17927,83kg
17928,82kg
17929,84kg
17930,76kg
17931,75kg
17932,63kg
17933,75kg
17934,70kg
17935,67kg
17936,83kg
17937,60kg
17938,75kg
17939,78kg
17940,75kg
17941,65kg
17942,70kg
17943,65kg
17944,63kg
17945,84kg
17946,86kg
17947,69kg
17948,65kg
17949,75kg
17950,66kg
17951,79kg
17952,79kg
17953,84kg
17954,67kg
17955,70kg
17956,82kg
17957,68kg
17958,79kg
17959,66kg
17960,77kg
17961,81kg
17962,78kg
17963,62kg
17964,60kg
17965,60kg
17966,75kg
17967,75kg
17968,68kg
17969,79kg
17970,76kg
17971,74kg
17972,72kg
17973,75kg
17974,65kg
17975,65kg
17976,70kg
17977,83kg
17978,75kg
17979,75kg
17980,65kg
17981,76kg
17982,82kg
17983,75kg
17984,70kg
17985,81kg
17986,64kg
17987,78kg
17988,75kg
17989,73kg
17990,68kg
17991,69kg
17992,76kg
17993,70kg
17994,62kg
17995,74kg
17996,60kg
17997,91kg
17998,76kg
17999,77kg
18000,69kg
18001,77kg
18002,72kg
18003,72kg
18004,81kg
18005,75kg
18006,72kg
18007,72kg
18008,67kg
18009,70kg
18010,75kg
18011,60kg
18012,62kg
18013,70kg
18014,70kg
18015,75kg
18016,67kg
18017,78kg
18018,75kg
18019,90kg
18020,69kg
18021,72kg
18022,77kg
18023,63kg
18024,61kg
18025,74kg
18026,68kg
18027,77kg
18028,70kg
18029,80kg
18030,65kg
18031,78kg
18032,70kg
18033,79kg
18034,77kg
18035,70kg
18036,80kg
18037,60kg
18038,75kg
18039,78kg
18040,64kg
18041,85kg
18042,83kg
18043,62kg
18044,70kg
18045,71kg
18046,68kg
18047,75kg
18048,70kg
18049,75kg
18050,70kg
18051,71kg
18052,77kg
18053,76kg
18054,76kg
18055,68kg
18056,78kg
18057,76kg
18058,78kg
18059,80kg
18060,75kg
18061,85kg
18062,70kg
18063,72kg
18064,76kg
18065,57kg
18066,74kg
18067,75kg
18068,64kg
18069,70kg
18070,68kg
18071,65kg
18072,69kg
18073,80kg
18074,65kg
18075,70kg
18076,64kg
18077,64kg
18078,73kg
18079,80kg
18080,72kg
18081,72kg
18082,79kg
18083,64kg
18084,68kg
18085,73kg
18086,80kg
18087,85kg
18088,57kg
18089,67kg
18090,63kg
18091,65kg
18092,56kg
18093,64kg
18094,68kg
18095,65kg
18096,75kg
18097,72kg
18098,66kg
18099,74kg
18100,75kg
18101,78kg
18102,79kg
18103,70kg
18104,64kg
18105,64kg
18106,73kg
18107,68kg
18108,60kg
18109,68kg
18110,68kg
18111,85kg
18112,65kg
18113,70kg
18114,71kg
18115,65kg
18116,78kg
18117,68kg
18118,70kg
18119,71kg
18120,70kg
18121,66kg
18122,77kg
18123,70kg
18124,76kg
18125,68kg
18126,65kg
18127,78kg
18128,75kg
18129,75kg
18130,77kg
18131,74kg
18132,81kg
18133,72kg
18134,74kg
18135,63kg
18136,72kg
18137,74kg
18138,72kg
18139,70kg
18140,70kg
18141,75kg
18142,80kg
18143,73kg
18144,65kg
18145,70kg
18146,75kg
18147,78kg
18148,89kg
18149,73kg
18150,70kg
18151,77kg
18152,68kg
18153,71kg
18154,80kg
18155,68kg
18156,68kg
18157,64kg
18158,57kg
